wexpect1,wexpect2,wexpect1othersex,wexpect2othersex,male,business,econ,communi,businform,plansfull,planseduc,sectorcons,sectortradesales,sectortransware,sectorhosprest,sectorinfocom,sectorfininsur,sectorconsult,sectoreduscience,sectorhealthsocial,typegenstratman,typemarketing,typecontrol,typefinance,typesales,typetechengin,typehumanres,posmanager,age,swiss,hassiblings,motherhighedu,fatherhighedu,motherworkedfull,motherworkedpart,matwellbeing,homeowner,treatmentinformation,treatmentorder
5,7,110,110,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,2,0,1,0
4,9,110,110,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,22,1,1,0,0,0,1,2,1,1,0
5,6,100,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,1,1,0,2,0,0,0
3,5,100,100,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19,1,1,0,0,0,0,3,1,0,1
4,8,100,80,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,21,1,1,1,1,0,1,2,1,0,0
6,7,100,100,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,21,1,1,0,0,0,1,2,1,0,1
6,8,100,100,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,21,1,1,0,1,0,1,3,1,0,0
10,11,90,90,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,25,1,1,0,0,0,0,1,0,0,1
3,5,100,110,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23,0,1,0,1,0,1,3,0,1,0
9,11,100,110,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,21,1,1,0,1,0,1,2,1,1,0
1,4,120,130,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21,1,1,0,1,0,0,3,0,0,0
9,12,110,110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,1,1,0,0,1,0,1,0,0,1
9,16,120,120,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,1,1,0,1,0,0,3,0,1,0
9,10,120,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,3,1,0,0
8,12,120,120,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,0,1,0,0,0,1,3,1,1,0
3,8,120,120,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,20,1,1,1,0,1,0,2,1,0,1
4,7,100,130,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,21,1,0,1,1,0,1,3,0,0,0
0,6,100,100,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,1,2,0,0,1
4,6,100,100,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,1,0,2,0,0,0
5,13,120,110,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,1,1,0,0,0,1,3,1,1,0
4,9,80,80,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,23,1,1,0,1,0,1,2,1,1,0
8,8,90,80,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,21,1,1,0,0,0,1,2,1,0,0
2,8,100,100,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23,1,1,0,0,0,1,2,0,0,0
4,14,100,100,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,20,1,1,0,1,0,0,3,1,1,0
9,10,90,100,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,22,0,1,1,1,0,0,3,0,1,0
6,9,100,100,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20,1,1,1,1,0,1,3,1,0,0
9,11,100,100,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,27,1,1,0,1,0,0,4,0,0,1
11,11,90,90,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,22,1,1,0,0,0,1,2,1,0,0
7,8,120,110,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,1,1,0,1,0
7,9,120,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,0,1,0,0,3,0,0,1
6,8,120,140,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21,1,1,0,1,0,1,3,0,1,0
5,6,100,100,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,3,1,0,0
10,13,100,100,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,1,0,1,3,1,1,0
9,13,80,60,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,19,1,1,0,0,0,0,2,1,0,0
10,13,70,50,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,18,1,1,1,0,1,0,2,1,0,0
3,8,80,70,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,0,1,4,1,0,0
5,8,120,100,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,21,1,1,0,0,0,0,3,1,0,1
4,5,80,80,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,1,0,0,3,1,0,0
6,10,110,120,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,1,0,1,1,0,0,0
9,15,100,100,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,20,1,1,1,1,1,0,3,1,0,1
1,4,100,110,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,20,1,1,1,1,0,1,3,0,0,1
4,5,110,120,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21,1,1,1,1,0,1,3,1,1,0
5,6,110,110,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25,1,1,0,0,0,0,2,0,0,1
4,9,100,100,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,24,1,1,0,1,0,0,3,1,0,0
3,11,100,80,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,1,0,0,0,1,3,1,1,0
6,7.5,110,110,0,1,0,0,0,1,1,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,1,0,0,0,1,0,1.5,1,1,0
7,10,120,130,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,1,2,1,0,1
6,8,120,120,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,23,1,1,1,1,0,1,2,0,0,0
8,10,90,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,1,0,0,1
11,13,100,80,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,22,1,1,1,1,0,1,3,1,0,1
8,16,100,100,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,24,1,1,0,0,0,0,3,1,0,1
5,6,110,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,1,1,1,1,0,1,3,1,0,0
6,7,120,150,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,26,1,1,0,0,0,0,2,1,1,0
10,13,80,80,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,24,1,1,1,1,0,0,3,0,0,0
4,7,120,130,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,23,1,1,0,0,0,1,1,0,1,0
6,9,110,120,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23,1,1,0,0,1,0,2,1,1,0
12,15,120,110,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,26,1,1,0,1,0,1,2,0,0,0
6,9,90,90,1,1,0,0,0,1,1,0,11,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,23,1,1,0,0,0,1,2,1,1,0
7,9,100,120,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,1,0,1,1,1,1,0
5,14,90,90,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,24,1,1,1,0,1,0,1,0,1,0
5,8,110,100,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1,1,0,0,0,0,1,0,0,0
7,11,100,80,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27,1,1,0,1,0,1,2,0,0,0
8,9,100,100,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,1,1,0,0,0,0,2,1,0,1
4,7,110,110,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23,1,1,0,1,0,1,2,1,0,0
6,8,110,120,0,1,0,0,0,1,1,0,11,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,24,1,1,0,0,0,1,1,0,0,0
5,6,100,100,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,25,1,1,1,1,0,0,2,0,0,1
6,8,90,90,1,1,0,0,0,1,0,0,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,22,1,1,0,0,0,1,3,1,0,1
9,11,90,70,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,24,1,1,0,1,0,1,3,0,1,0
9,12,140,140,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,1,1,1,1,0,1,1,0,0
7,10,80,60,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,25,0,1,0,0,0,0,2,0,1,0
9,11,100,100,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,21,1,1,0,1,0,1,3,0,0,1
8,10,100,100,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,1,1,0,0,1,0,2,0,0,1
5,7,120,140,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,1,0,2,1,0,0
8,9,70,70,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,1,0,0,3,0,0,1
9,13,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,27,1,1,0,1,0,0,2,1,0,0
12,15,130,150,0,0,0,0,1,1,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,1,1,0,0,0,1,2,0,0,1
6,7,120,135,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26,1,1,0,1,0,0,2,0,1,0
5,6,100,100,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,1,1,0,1,0,1,3,0,1,0
6,7,100,110,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,22,1,1,0,0,0,0,3,0,0,1
8,13,100,70,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,25,1,1,1,1,0,0,3,0,0,0
6,8,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,1,1,0,0,0,0,3,0,0,1
7,10,90,90,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1,1,0,1,0,1,2,0,1,0
16,16,100,100,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,23,1,1,0,1,0,0,4,0,1,0
8,9,90,90,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23,1,1,0,0,0,0,3,1,0,0
9,11,90,90,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,24,1,1,1,1,0,1,3,0,1,0
6,13,100,100,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,22,1,1,0,0,0,0,3,1,0,0
4,7,110,130,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,22,1,1,0,0,1,0,3,1,0,0
8,14,100,80,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,21,0,1,0,0,1,0,2,1,0,0
5,6,110,105,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,1,1,0,0,0,1,2,1,1,0
7,9,90,80,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,23,0,1,0,0,0,0,2,0,0,0
4,5,100,100,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,1,1,0,1,0,1,2,0,0,1
8,11,100,80,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21,1,1,0,0,0,1,2,0,1,0
5,7,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,21,1,1,0,1,0,1,3,1,1,0
5,8,100,100,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,1,1,1,1,0,1,2,0,0,1
5,8,90,90,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22,1,0,0,0,0,0,3,1,0,0
7,9,90,80,1,1,0,0,0,1,0,0,11,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,23,0,1,1,1,0,1,2,1,1,0
5,8,100,100,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,1,1,0,0,0,1,2,1,0,0
5,6,105,100,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,21,1,1,0,0,0,0,2,1,0,1
6,8,100,90,1,1,0,0,0,1,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,27,1,1,0,0,0,0,2,0,0,0
8,11,110,110,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,22,1,1,0,1,0,1,4,1,1,0
4,5,120,140,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,2,1,0,0
6,8,100,90,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,20,1,1,0,0,0,1,2,1,0,0
6,8,90,90,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,22,1,1,0,0,0,0,2,1,1,0
7,8,110,100,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,22,1,1,0,1,0,0,2,1,0,1
7,11,90,90,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,24,1,1,0,0,0,0,2,1,0,1
4,7,100,100,1,0,0,0,1,1,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,1,1,0,0,0,0,3,1,0,0
6,10,90,70,1,0,0,0,1,0,1,0,11,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,22,1,1,0,0,0,0,2,1,0,1
4,6,100,90,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21,1,1,0,0,0,0,1,1,1,0
9,11,130,130,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21,1,1,1,1,0,1,3,1,0,0
3,6,90,90,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21,1,1,0,0,0,1,3,1,1,0
5,6,80,80,1,0,0,0,1,1,0,0,11,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,23,1,1,1,0,1,0,2,1,0,1
6,10,90,110,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,22,1,1,0,1,0,1,2,0,0,1
4,9,90,90,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,1,0,0,0,1,2,0,0,0
11,13,120,110,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,0,0,3,1,1,0
13,15,90,90,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,0,3,1,0,0
7,9,100,100,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,0,1,0,0,2,0,0,1
13,15,100,100,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,1,1,0,2,1,0,1
8,9,110,130,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,1,1,0,0,0,2,0,0,0
10,16,80,80,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23,1,1,0,0,0,0,1,0,1,0
7,8,100,100,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20,1,1,0,1,0,0,2,0,0,1
6,9,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,2,1,0,0
6,9,120,130,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,1,1,0,0,0,1,3,0,1,0
5,6,120,140,0,1,0,0,0,0,1,0,11,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,23,1,1,0,1,0,1,3,1,1,0
7,12,130,120,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,24,1,1,1,0,0,1,3,0,0,0
6,8,100,100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23,0,1,0,0,0,1,2,0,0,1
8,10,120,110,0,1,0,0,0,1,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,1,1,0,0,0,1,3,1,0,0
3,9,110,130,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,1,0,1,0
7,9,100,100,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,1,1,1,1,0,1,3,0,0,1
6,8,130,150,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,1,1,0,0,1,0,2,0,0,1
8,10,90,90,1,1,0,0,0,1,1,0,11,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,25,1,1,0,1,0,0,2,1,1,0
6,7,90,100,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,24,1,0,0,0,0,1,3,0,0,1
6.5,9,100,90,1,1,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,23,1,1,1,0,0,1,2,0,0,0
13,15,120,110,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,26,1,1,0,1,0,1,2,0,0,1
3,5,80,80,1,1,0,0,0,1,0,0,11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,1,1,1,0,0,0,2,1,1,0
4,5,100,100,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22,1,1,0,1,0,1,2,0,0,1
9,10,110,120,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,21,1,1,0,1,1,0,2,1,0,0
6,7,90,90,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,1,1,0,1,0,1,2,1,0,1
8,10,120,130,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23,1,1,1,1,0,1,3,1,0,0
7,9,100,100,1,1,0,0,0,1,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,1,1,0,0,0,0,2,0,1,0
7,9,110,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24,1,1,0,1,0,0,2,0,0,0
4,6,100,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,1,1,0,0,0,0,2,1,0,0
6,8,90,90,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,1,1,0,0,0,0,2,0,1,0
8,13,90,80,1,1,0,0,0,1,1,0,11,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,20,1,0,1,1,0,1,3,1,0,0
8,11,90,10,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,21,1,1,0,0,0,0,3,1,0,0
8,9,100,100,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,1,2,0,0,1
7,8,90,100,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,21,1,1,0,1,0,0,3,0,1,0
8,10,90,90,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,22,1,1,0,0,0,1,3,1,0,1
7,10,97.5,95,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,21,0,1,1,0,0,1,2,1,0,0
5,7,120,140,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,1,1,0,1,0,0,3,0,0,1
6,8,110,110,0,1,0,0,0,0,1,0,11,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,23,1,1,0,0,0,1,2,1,1,0
7,10,100,100,1,1,0,0,0,1,0,0,11,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,21,0,1,0,0,0,0,3,0,0,1
5,8,100,100,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,22,1,1,0,0,0,0,2,1,0,0
7,9,100,100,0,1,0,0,0,1,0,0,11,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,23,1,1,0,0,0,1,2,0,0,0
5,7,140,150,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,1,1,0,1,0,0,2,0,1,0
8,10,120,130,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,21,1,1,0,1,0,0,2,1,0,1
6,7,90,100,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,23,1,1,0,0,0,0,2,1,0,1
5,7,100,90,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,1,0,0,3,1,1,0
4,6,100,90,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,20,1,1,0,1,0,0,3,1,0,1
6,9,130,150,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,1,1,0,0,1,0,2,0,0,0
5,7,100,100,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,21,1,1,0,1,0,1,2.5,1,0,0
6,7,90,100,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,1,1,1,1,0
