wexpect1,wexpect2,wexpect1othersex,wexpect2othersex,male,business,econ,communi,businform,plansfull,planseduc,sectorcons,sectortradesales,sectortransware,sectorhosprest,sectorinfocom,sectorfininsur,sectorconsult,sectoreduscience,sectorhealthsocial,typegenstratman,typemarketing,typecontrol,typefinance,typesales,typetechengin,typehumanres,posmanager,age,swiss,hassiblings,motherhighedu,fatherhighedu,motherworkedfull,motherworkedpart,matwellbeing,homeowner,treatmentinformation,treatmentorder
10,14,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,27,1,1,0,0,0,1,2,0,1,0
7,9,120,120,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,26,1,1,0,0,1,0,3,0,1,0
10,11,90,90,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,1,1,1,0,0,3,1,0,0
7,9,120,130,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,1,1,0,0,0,1,1,0,0,0
4,5,100,100,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,23,1,1,0,0,0,1,2,0,0,0
8,9,110,90,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,22,0,1,1,1,1,0,3,1,0,1
7,8,90,80,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21,1,1,1,0,0,0,3,0,1,0
5,7,90,90,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,21,1,1,0,0,0,0,2,0,0,1
6,8,80,90,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,24,1,1,0,0,0,1,1,0,0,1
7,9,90,90,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,2,0,0,0
9,11,95,92,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23,1,1,0,1,0,0,2,1,1,0
4,5,90,100,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,21,1,1,0,0,0,0,3,1,1,0
7,9,100,100,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,22,1,1,0,0,0,1,2,1,0,1
7,9,130,150,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,1,1,0,1,0,0,2,1,0,1
6,9,100,130,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,1,1,0,0,0,0,1,0,0,0
8,14,80,90,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,24,1,1,0,0,0,0,4,1,0,1
9.5,15,80,90,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,26,1,0,0,0,0,1,2,0,0,0
8.5,11.5,95,95,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,22,1,1,0,0,0,1,1,0,1,0
10,15,90,100,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,24,1,1,0,0,0,1,2,0,0,1
7,10,120,140,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,26,1,1,0,0,0,1,3,0,0,0
10,13,90,100,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,1,1,22,1,1,0,0,0,0,0,1,1,0
6,8,120,120,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,1,1,0,0,0,1,2,1,0,0
8,12,100,100,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22,1,1,0,1,0,0,4,1,0,1
8,11,110,105,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,26,1,1,0,0,0,1,1,0,1,0
10,14,90,90,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,1,0,0,0,1,2,0,1,0
9,11,90,90,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,1,1,1,0,1,0,2,0,0,0
7,10,90,90,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,30,1,1,0,0,0,1,2,0,0,1
5,7,100,90,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,0,0,0,0,1,0,0,1
7,9,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,27,1,1,0,0,0,0,2,1,0,0
7,9,120,110,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,26,1,1,0,0,1,0,2,0,0,0
9,10,120,120,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,21,1,1,0,0,1,0,2,0,1,0
7,9,90,90,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,22,1,0,1,1,0,0,2,0,0,0
9,12,90,100,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,1,0,0,1,2,0,0,0
8,10,90,80,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,30,1,1,0,0,0,0,3,0,0,1
7,9,100,80,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,0,1,0,0,1,0,0,1
6.5,8.5,85,75,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,26,1,1,0,0,0,0,2,0,1,0
9,11,90,90,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,27,1,1,0,1,0,1,3,0,1,0
4,7,105,120,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,21,1,1,0,1,1,0,2,1,1,0
7,8,140,150,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,23,1,1,0,1,0,0,2,0,0,1
5,7,120,130,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,20,1,1,0,1,0,0,3,1,0,0
3,8,120,140,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,20,1,1,0,0,0,0,2,0,1,0
2,8,120,140,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,20,1,1,0,1,0,1,2,1,0,1
8,9,90,90,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,21,0,1,0,0,0,0,3,1,0,0
5,6,110,120,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,22,1,1,1,0,0,1,2,1,1,0
5,10,90,90,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,24,0,1,0,1,0,0,3,1,0,1
6,9,80,70,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,20,1,1,1,0,0,1,2,0,0,1
7,8,90,90,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,21,1,1,0,0,0,1,1,1,1,0
6,7,90,90,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,26,0,1,0,0,0,1,1,0,0,1
6,9,90,90,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,22,0,1,0,1,1,0,4,1,0,0
7,8.5,80,70,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,23,1,1,1,1,1,0,3,0,1,0
7,9,90,80,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,24,1,0,1,0,1,0,3,1,0,1
7,9,90,90,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,1,1,0,0,0,0,2,1,0,1
7,10.5,90,80,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,23,1,0,1,1,0,0,2,0,0,0
7,10.5,80,90,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,25,1,1,1,1,0,1,3,0,1,0
7,9,90,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,20,0,1,0,1,0,0,3,0,0,0
2,12,100,100,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,1,1,1,1,0,0,3,1,0,1
6,7,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,1,0,1,0,0,3,1,0,0
7,11,100,100,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,24,1,0,1,0,0,0,2,1,1,0
9,16,100,100,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,23,0,0,0,0,1,0,2,0,0,0
4,6,120,130,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,20,1,1,0,0,0,0,2,1,0,1
6,8,100,120,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,21,1,1,0,1,1,0,3,1,0,0
10,11,100,90,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,22,1,1,0,0,0,1,3,1,0,0
6,9,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,21,1,1,0,0,0,1,3,1,0,1
8,10,100,100,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,22,1,1,0,0,0,1,2,1,1,0
3,9,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,1,1,0,1,0,0,3,0,0,0
6,9,110,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,1,1,0,1,0,1,3,1,0,1
4,9,120,140,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,19,1,1,0,0,0,0,3,0,0,1
4,6,100,110,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,22,1,1,0,1,0,1,3,1,0,0
6,8,80,80,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22,0,1,0,0,0,0,2,0,0,1
8,10,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,1,1,1,0,0,2,1,1,0
8,14,80,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,1,1,0,0,0,1,0,0,0
9,14,92,90,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,19,1,1,0,0,0,1,2,0,0,1
7,11,80,90,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25,1,1,0,0,0,0,3,1,0,0
7,9,90,90,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,24,1,1,0,0,0,0,2,1,0,1
5,7,110,120,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19,1,0,1,1,0,1,2.5,1,0,1
8,9,130,140,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,1,0,1,0,0,2,0,1,0
4,5,100,90,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,1,1,1,1,0,1,2,1,1,0
0,2,90,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,28,1,1,0,1,0,0,2,0,0,1
5,7,110,100,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,1,1,0,3,0,0,0
6,9,110,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,21,1,1,0,1,0,1,2,1,0,0
7,10,80,80,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,21,1,1,0,1,0,1,3,1,1,0
7,11,150,130,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,1,1,0,1,0,4,1,0,1
9,12,90,110,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,1,1,1,0,1,2,1,0,1
7,10,120,110,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,21,1,1,0,1,0,0,2,1,0,0
7,13,100,100,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,0,2,1,0,0
11,14,140,140,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,23,1,1,0,0,0,0,2,1,1,0
9,11,100,90,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,0,1,0,0,1,0,2,0,1,0
6,7,120,120,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,21,0,1,0,0,0,0,1,0,0,0
9,11,100,100,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,23,0,1,0,0,0,1,2,1,0,0
9,12,90,90,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,25,0,1,1,1,0,1,2,0,0,1
8,10,120,120,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,1,1,0,1,0,0,3,1,0,0
4,5,120,110,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,22,1,1,0,0,0,0,2,1,0,1
5,6,90,90,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,23,1,1,0,1,0,1,1,0,0,1
9,11,120,120,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23,1,1,0,0,0,1,2,0,1,0
7,14,100,110,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,1,3,1,0,1
7,9,90,80,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,1,1,0,1,0,1,3,1,1,0
7,10,100,100,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,23,1,1,1,1,1,0,2,0,1,0
7,8,100,80,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,25,1,1,0,1,0,0,3,0,1,0
8,13,110,110,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,25,1,1,0,0,1,0,2,0,0,1
10,16,100,100,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23,1,1,0,0,0,0,1,0,0,1
8,11,120,110,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,24,1,1,0,0,0,1,3,1,0,0
11,12,80,90,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,1,0,0,0,0,3,0,1,0
8,10,110,110,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,1,3,0,0,0
5,6,100,100,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,28,1,1,0,0,0,1,2,0,1,0
6.5,7.5,90,90,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,21,1,1,0,1,0,1,2,1,0,0
8,12,80,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22,1,1,0,0,0,0,3,1,0,1
7,10,100,100,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,24,1,0,0,0,0,1,4,1,0,1
6,7,120,110,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,24,1,1,0,1,0,0,2,1,0,0
8,14,80,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22,0,1,0,0,0,1,2,0,1,0
6,8,100,90,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,21,1,1,0,0,0,1,2,0,0,0
7,9,110,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,2,0,1,0
6,7,120,130,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24,1,1,0,0,0,0,2,1,0,1
5,7,120,120,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,23,1,0,1,0,0,1,2,0,0,1
8,13,80,90,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,25,1,1,0,0,0,0,2,0,0,0
7,9,110,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20,1,1,0,0,0,1,2,0,1,0
5,6,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,1,1,0,0,0,0,2.5,0,1,0
5,7,80,100,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,24,1,1,0,1,0,1,3,0,0,0
8,12,90,90,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,27,1,1,0,0,0,0,3,0,0,1
7,15,90,70,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,21,1,1,0,0,0,0,3,0,0,0
8,9,90,90,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,26,1,0,0,0,0,1,2,0,0,0
7,9,90,90,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,25,1,1,0,1,0,1,2,0,1,0
7,11,90,80,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,22,1,1,0,0,0,1,3,0,0,0
6,8,120,140,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,26,1,1,0,0,0,1,2,0,0,0
8,10,130,120,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,27,1,1,0,0,0,0,2,0,0,1
6,7,110,120,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,24,1,1,0,0,0,0,2,0,0,1
9,16,100,100,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,25,1,1,1,1,0,1,2,0,1,0
7,8.5,90,90,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,20,1,1,0,0,0,0,2,0,0,0
8,11,90,100,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,24,1,1,0,0,0,1,2,0,0,1
9,11,120,110,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,22,1,1,0,0,0,0,2,1,0,1
7,9,100,100,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,0,0,1,0,3,0,1,0
8,11,120,120,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,1,0,0,0,3,1,1,0
9,10,90,90,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,26,1,1,0,0,0,1,2,0,1,0
8,11,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23,1,1,0,1,0,0,2,1,0,1
6,7,120,140,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22,1,1,0,1,0,1,2,0,0,1
5,8,120,140,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,23,1,1,1,0,0,1,1,0,0,0
6,8,100,100,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,25,1,1,1,1,0,0,2,0,0,1
6,7,100,90,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,22,1,1,0,0,0,1,2,1,0,0
5,6,130,140,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,1,1,0,0,0
8,10,110,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23,1,1,0,0,0,0,1,1,0,1
7,9,110,120,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,24,1,1,0,0,0,1,2,1,1,0
7,14,100,100,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,21,0,1,1,1,1,0,2,0,0,1
4,6,110,140,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,23,0,1,1,1,1,0,1.5,0,0,0
3,4,100,150,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,1,0,1,0,0,4,1,0,0
9,10,80,120,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,1,1,0,3,1,1,0
5,7,120,140,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,19,1,1,0,1,0,1,3,1,0,1
7,10,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,26,1,1,0,0,0,1,3,1,0,1
4,6,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,22,1,1,0,1,0,1,3,0,1,0
8,10,95,90,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,20,1,1,0,0,0,0,2,1,1,0
8,9,100,100,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,24,1,1,0,0,0,0,2,1,0,1
7,9,85,100,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,22,1,0,0,1,1,0,3,0,0,0
5,10,110,150,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,25,0,1,0,0,0,1,1,0,0,0
7,16,70,90,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,30,1,1,0,0,0,0,2,1,0,1
5,9,100,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1,1,1,0,2,1,0,1
0,0,100,80,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,20,0,0,1,1,0,0,1,0,1,0
7,9,110,120,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,21,1,0,1,0,0,1,3,1,0,0
6,7,100,90,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,21,1,1,0,0,0,0,2,1,1,0
5,9,100,100,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,1,0,0,0,1,2,1,0,0
8,9,95,95,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,20,1,1,1,1,0,1,1,0,0,1
9,12,100,100,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,19,1,1,1,1,0,1,3,1,0,1
7,8,100,100,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,1,1,0,0,0,0,2,0,0,1
4,6,120,110,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,1,1,0,0,0,1,2,1,1,0
6,7,80,110,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,21,1,1,0,0,0,1,2,1,0,0
